ElapsedTime, Score, FitTime, AvgBranchTime, AvgConf, LeftBranches, RightBranches
0.001999378204345703, 0.5384615384615384, 0.0009987354278564453, 0, 0, 0, 0
0.002001523971557617, 0.5961538461538461, 0.0, 0.001001119613647461, 0.2361111111111111, 1, 0
0.0009996891021728516, 0.5681818181818182, 0.0009996891021728516, 0.0, 0.0, 0, 1
0.0010001659393310547, 0.6363636363636364, 0.0010001659393310547, 0.0, 0.03968253968253971, 0, 2
0.001999378204345703, 0.5625, 0.00099945068359375, 0.0004999637603759766, 0.15625, 2, 0
0.002001047134399414, 0.75, 0.0010004043579101562, 0.0, 0.041666666666666664, 1, 2
0.0010004043579101562, 0.5625, 0.0010004043579101562, 0.0, 0.125, 1, 1
0.0019998550415039062, 0.53125, 0.0009996891021728516, 0.0003333886464436849, 0.14852607709750568, 2, 1
0.002000570297241211, 0.71875, 0.0, 0.0, 0.09836065573770492, 3, 1
0.003000974655151367, 0.75, 0.0, 0.00020022392272949218, 0.12258064516129033, 4, 1
0.0019998550415039062, 0.7045454545454546, 0.0009999275207519531, 0.0, 0.05714285714285712, 2, 2
0.0020003318786621094, 0.6041666666666666, 0.0, 0.00033346811930338543, 0.05802469135802468, 1, 2
0.0010001659393310547, 0.6875, 0.0010001659393310547, 0.0, 0.0625, 1, 1
0.0030007362365722656, 0.53125, 0.0, 0.0001665353775024414, 0.09444444444444444, 5, 1
0.0020003318786621094, 0.8125, 0.0010008811950683594, 0.0003331502278645833, 0.09803921568627454, 1, 2
0.0020003318786621094, 0.53125, 0.0010001659393310547, 0.00014288084847586497, 0.13775510204081634, 6, 1
0.0020003318786621094, 0.5407407407407407, 0.0010004043579101562, 0.0002499818801879883, 0.10993975903614456, 1, 3
0.002001523971557617, 0.7142857142857143, 0.0, 0.00033362706502278644, 0.11904761904761905, 2, 1
0.0020003318786621094, 0.6071428571428571, 0.0010001659393310547, 0.00025004148483276367, 0.09848484848484848, 2, 2
0.002001047134399414, 0.7307692307692307, 0.0010001659393310547, 0.00020017623901367188, 0.16153846153846158, 1, 4
0.0030007362365722656, 0.5714285714285714, 0.00099945068359375, 0.00025016069412231445, 0.10670731707317074, 6, 2
0.003000497817993164, 0.6607142857142857, 0.0010001659393310547, 0.00022225909762912325, 0.1156028368794326, 7, 2
0.002000093460083008, 0.5403225806451613, 0.0010006427764892578, 0.00016657511393229166, 0.13815789473684212, 4, 2
0.0020008087158203125, 0.5714285714285714, 0.0, 0.00020017623901367188, 0.12424242424242422, 3, 2
0.0030002593994140625, 0.625, 0.0010001659393310547, 0.00020000934600830078, 0.1114285714285714, 8, 2
0.002000093460083008, 0.5681818181818182, 0.0010001659393310547, 0.0002499818801879883, 0.09943181818181818, 2, 2
0.002001047134399414, 0.6304347826086957, 0.0, 0.00033362706502278644, 0.09420289855072463, 3, 0
0.002000093460083008, 0.6428571428571429, 0.0009996891021728516, 0.00016673405965169272, 0.14705882352941177, 4, 2
0.0030002593994140625, 0.6153846153846154, 0.00099945068359375, 0.00020008087158203126, 0.18717948717948718, 2, 3
0.0030012130737304688, 0.6290322580645161, 0.001001119613647461, 0.00014288084847586497, 0.09493670886075949, 5, 2
0.003000020980834961, 0.5569620253164557, 0.0, 0.0003332694371541341, 0.12025316455696204, 3, 3
0.002000570297241211, 0.6153846153846154, 0.0010008811950683594, 0.00016661485036214194, 0.12037037037037039, 1, 5
